id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating,field:preying on,field:hunting,field:hunting/feeding,field:interaction->preyed on,field:prey taxon,field:prey id,field:feeding on,field:depredando
90624875,Mon Aug 09 2021 23:26:43 GMT-0400 (EDT),2021-08-09,2021-08-10 03:26:43 UTC,Eastern Time (US & Canada),2834175,egray1,E Gray,2021-08-10 05:22:38 UTC,2022-02-10 16:57:36 UTC,research,,https://www.inaturalist.org/observations/90624875,https://static.inaturalist.org/photos/149799957/medium.jpg,,"",Eating a toad in our side yard. Suspect eastern garter but the stripes weren’t obvious. ,4,0,false,3,"Ohio, US",41.0702328796,-83.6259105001,259,,,,27847,obscured,,true,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus,,,,,,,,
90664664,2015/11/15 4:51 PM EST,2015-11-15,2015-11-15 21:51:00 UTC,Eastern Time (US & Canada),309729,david275,David Griswold,2021-08-10 15:24:23 UTC,2022-07-11 10:05:51 UTC,research,,https://www.inaturalist.org/observations/90664664,https://static.inaturalist.org/photos/149863130/medium.jpeg,,"",The Cottonmouth has caught an Everglades Racer.,6,0,false,,"Big Cypress, FL, USA",26.224650393,-81.07262563,31,,,,31,,open,false,,,United States,Florida Cottonmouth,Agkistrodon conanti,Florida Cottonmouth,Reptilia,904173,Coluber constrictor paludicola,,,,,,,,
90672471,2011/05/17 4:22 PM UTC,2011-05-17,2011-05-17 16:22:00 UTC,UTC,1510433,parinyaherp,Parinya Herp Pawangkhanant,2021-08-10 16:28:54 UTC,2023-03-11 15:15:31 UTC,research,,https://www.inaturalist.org/observations/90672471,https://static.inaturalist.org/photos/149876053/medium.jpg,,"",,5,0,false,,"Tha Yaek, Mueang Sa Kaeo District, Sa Kaeo, Thailand",13.9815298774,102.2020229798,31,,,,31,,open,false,,,Thailand,Trimeresurus macrops,Trimeresurus macrops,Kramer's Pit Viper,Reptilia,146510,Anura,,,,,,,,
90725352,2020-06-25 14:04:26,2020-06-25,2020-06-25 06:04:26 UTC,Hong Kong,3361938,setsuna,Setsuna,2021-08-11 00:58:11 UTC,2022-05-29 05:26:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90725352,https://inaturalist-open-data.s3.amazonaws.com/photos/149970419/medium.jpeg,,"",,5,0,false,2,"Tai Mo Shan, Hong Kong",22.3994351529,114.1583048925,1154,,,,1154,,open,false,gps,gps,Hong Kong,Asiatic Water Snake,Trimerodytes aequifasciatus,Asiatic Water Snake,Reptilia,1127953,Pterocryptis anomala,,,,,,,,
90730438,Mon Aug 09 2021 15:51:00 GMT-0400 (EDT),2021-08-09,2021-08-09 19:51:00 UTC,Eastern Time (US & Canada),157371,kylealdinger,Kyle Aldinger,2021-08-11 01:57:32 UTC,2023-02-20 23:23:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90730438,https://inaturalist-open-data.s3.amazonaws.com/photos/149979620/medium.jpg,,"",Eating an American Toad.,3,0,false,3,"Zinn Chapel Rd, Reedsville, WV, US",39.5245292267,-79.8174617947,22,,,,22,,,false,,"",United States,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Anaxyrus,,,,,,,,
90772957,2021-08-11 19:43:04,2021-08-11,2021-08-11 12:43:04 UTC,Hanoi,3567552,akrachaiaksornneam,Akrachai Aksornneam,2021-08-11 13:44:30 UTC,2023-03-02 02:16:32 UTC,research,,https://www.inaturalist.org/observations/90772957,https://static.inaturalist.org/photos/150051994/medium.jpeg,,"",,9,0,false,2,"1074/1, ถนนพหลโยธิน, แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร, 10900 Khwaeng Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",13.8407564161,100.5758590697,,,,,,,open,false,gps,gps,Thailand,Reticulated Python,Malayopython reticulatus,Reticulated Python,Reptilia,491869,,,,,,,,,
90792111,2019-01-03 14:36:48,2019-01-03,2019-01-03 12:36:48 UTC,Pretoria,4852387,jappsta,,2021-08-11 16:39:42 UTC,2022-02-11 16:44:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90792111,https://static.inaturalist.org/photos/150085918/medium.jpeg,,"",Eating a tropical house gecko?,1,0,false,2,"KwaTenza, South Africa",-32.3712078708,28.7542224303,422,,,,422,,open,false,gps,gps,South Africa,Western Natal Green Snake,Philothamnus occidentalis,Western Natal Green Snake,Reptilia,797739,Hemidactylus,,,,,,,,
90792813,Wed Aug 11 2021 12:44:07 GMT-0400 (EDT),2021-08-11,2021-08-11 16:44:07 UTC,Eastern Time (US & Canada),1952586,nlb,,2021-08-11 16:46:10 UTC,2022-02-10 16:58:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90792813,https://inaturalist-open-data.s3.amazonaws.com/photos/150087245/medium.jpg,,"",Garter snake trying to eat an American toad,1,0,false,3,"Chippewa Rd, Philadelphia, PA, US",40.064015796,-75.2295769508,16,,,,16,,,false,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus,,,,,,,,
90837570,Wed Aug 11 2021 15:33:13 GMT-0400 (EDT),2021-08-11,2021-08-11 19:33:13 UTC,Eastern Time (US & Canada),2644888,ugandascoop,,2021-08-12 00:27:11 UTC,2022-02-10 16:58:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90837570,https://inaturalist-open-data.s3.amazonaws.com/photos/150167783/medium.jpg,,"",What a cool observation - couldn’t believe he ate this big toad!,3,0,false,3,"Ravine Line Rd, Kingsville, ON, CA",42.0381861667,-82.6539,5,,,,5,,open,false,,,Canada,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Anaxyrus,,,,,,,,
90895054,2021-08-11 1:40:18 PM GMT+05:30,2021-08-11,2021-08-11 08:10:18 UTC,Chennai,2738526,smritirekhabortamuly,Smritirekha Bortamuly,2021-08-12 15:30:36 UTC,2022-03-19 07:50:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90895054,https://inaturalist-open-data.s3.amazonaws.com/photos/150270059/medium.jpeg,,"",With it's kill,2,0,false,2,"Hem Chandra Goswami Road, 785614, Dergaon, Assam 785703, India",26.6969303132,93.9775540307,2104,,,,2104,,,false,gps,gps,India,Painted Bronzeback,Dendrelaphis pictus,Painted Bronzeback,Reptilia,26644,Anura,,,,,,,,
90905891,2021-08-02 21:02:37,2021-08-02,2021-08-03 02:02:37 UTC,Central Time (US & Canada),322026,micrathene,David Vander Pluym,2021-08-12 17:15:35 UTC,2022-02-08 03:06:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90905891,https://inaturalist-open-data.s3.amazonaws.com/photos/150289744/medium.jpeg,,"",Caught and is eating a Hyla,1,0,false,2,"Baton Rouge, LA 70808, USA",30.3861924142,-91.124288477,1047,,,,1047,,,false,gps,gps,United States,Western Ribbon Snake,Thamnophis proximus,Western Ribbon Snake,Reptilia,60342,Hyla,,,,,,,,
90908906,2017/02/15 11:57 PM UTC,2017-02-15,2017-02-15 23:57:00 UTC,UTC,1510433,parinyaherp,Parinya Herp Pawangkhanant,2021-08-12 17:42:04 UTC,2022-10-22 15:56:09 UTC,research,,https://www.inaturalist.org/observations/90908906,https://static.inaturalist.org/photos/150294904/medium.jpeg,,"",,3,0,false,,"Kedah, Malaysia",6.0950836035,100.9062472597,977,,,,977,,open,false,,,Malaysia,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Gekkota,,,,,,,,
90942189,2021-08-12 14:12:59,2021-08-12,2021-08-12 18:12:59 UTC,Eastern Time (US & Canada),2007194,scott544,Scott Clément,2021-08-12 23:07:27 UTC,2022-02-10 07:28:44 UTC,research,,https://www.inaturalist.org/observations/90942189,https://static.inaturalist.org/photos/150353983/medium.jpeg,,"",Eating a frog,1,0,false,2,"Portland, ON K0G 1V0, Canada",44.6741379959,-76.3337574899,9,,,,9,,open,false,gps,gps,Canada,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Lithobates,,,,,,,,
90994765,2017/06/10 2:21 PM PDT,2017-06-10,2017-06-10 21:21:00 UTC,Pacific Time (US & Canada),4176670,floydehayes,Floyd E. Hayes,2021-08-13 13:35:29 UTC,2022-02-08 11:08:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90994765,https://inaturalist-open-data.s3.amazonaws.com/photos/150449115/medium.jpeg,,"","It was feeding on a nestling Song Sparrow (Melospiza melodia), which it immediately regurgitated.",2,0,false,,"Sonoma County, CA, USA",38.4295161838,-123.1155403849,7,,,,7,,open,false,,,United States,Coast Garter Snake,Thamnophis elegans terrestris,Coast Garter Snake,Reptilia,154386,,,,,,,Melospiza melodia,,
91075376,2021/08/13 8:46 AM UTC,2021-08-13,2021-08-13 08:46:00 UTC,UTC,4264289,joe_diaz,Joel Díaz López,2021-08-14 03:36:33 UTC,2023-02-10 04:43:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91075376,https://inaturalist-open-data.s3.amazonaws.com/photos/150593286/medium.jpg,,"",,7,0,false,,"Cd Valles, S.L.P., México",21.840726142,-99.0348369627,13,,,,13,,open,false,,,Mexico,Mazacuata,Boa imperator,Central American Boa,Reptilia,539399,,Dendrocygna autumnalis,,,Dendrocygna autumnalis,,,,
91139425,2021/05/08 6:14 PM BST,2021-05-08,2021-05-08 17:14:00 UTC,London,1197335,zdunek_herp,Przemyslaw Zdunek,2021-08-14 17:09:00 UTC,2023-03-04 19:41:11 UTC,research,,https://www.inaturalist.org/observations/91139425,https://static.inaturalist.org/photos/150705165/medium.jpeg,,"","",9,0,false,,BUC,43.6598942234,1.2559778096,1241,,,,1241,,,false,,,France,barred grass snake,Natrix helvetica,barred grass snake,Reptilia,851211,Bufo spinosus,Bufo spinosus,,,,,,Bufo spinosus,
91167108,2021-08-14,2021-08-14,,UTC,4684803,ilka7,,2021-08-14 20:13:19 UTC,2022-10-15 09:17:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91167108,https://inaturalist-open-data.s3.amazonaws.com/photos/150756032/medium.jpeg,,"",,4,0,false,2,"Riesweiler, Deutschland",49.9230837478,7.578333132,1401,,,,1401,,,false,gps,gps,Germany,Natrix helvetica,Natrix helvetica,barred grass snake,Reptilia,851211,,Bufo bufo,,,,,,,
91220236,2018/06/15,2018-06-15,,UTC,3919308,nacairns,Nick Cairns,2021-08-15 05:21:37 UTC,2022-02-08 11:06:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91220236,https://inaturalist-open-data.s3.amazonaws.com/photos/150849117/medium.jpg,,"",feeding on a Urocitellus richardsonii,3,0,false,,"Division No. 4, CA-SK, CA",49.0634558296,-107.6269851769,200,,,,26582,obscured,open,true,,,Canada,Prairie Rattlesnake,Crotalus viridis,Prairie Rattlesnake,Reptilia,81526,Urocitellus richardsonii,,,,,,,,
91328989,2021-08-14 14:53:08,2021-08-14,2021-08-14 12:53:08 UTC,Prague,4845280,petra330,Petra Vašíčková,2021-08-15 21:37:28 UTC,2023-01-24 07:12:18 UTC,research,,https://www.inaturalist.org/observations/91328989,https://static.inaturalist.org/photos/151045531/medium.jpeg,,"",,3,0,false,2,"Unnamed Road,, 687 55 Bystřice pod Lopeníkem, Česko",48.975093998,17.7815390378,369,,,,369,,open,false,gps,gps,Czechia,grass snake,Natrix natrix,grass snake,Reptilia,966787,Bufo bufo,Bufo bufo,,,,,,Bufo bufo,
91446922,Mon Aug 16 2021 14:19:40 GMT+0200 (GMT+2),2021-08-16,2021-08-16 12:19:40 UTC,Pretoria,579030,tictac,,2021-08-16 19:48:06 UTC,2022-03-20 12:16:10 UTC,research,,https://www.inaturalist.org/observations/91446922,https://static.inaturalist.org/photos/151417444/medium.jpg,,"","",5,0,false,3,"Forêt Domaniale de Lure, Simiane-la-Rotonde, Provence-Alpes-Côte d'Azur, FR",43.9813716667,5.6224083333,64,,,,64,,open,false,,,France,Western Montpellier Snake,Malpolon monspessulanus,Western Montpellier Snake,Reptilia,29449,,Lacertidae,,,,,,,
91472121,2021/08/13 11:17 AM PDT,2021-08-13,2021-08-13 18:17:00 UTC,Pacific Time (US & Canada),583493,tothemax,Max Roberts,2021-08-16 23:51:30 UTC,2022-02-10 07:27:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91472121,https://inaturalist-open-data.s3.amazonaws.com/photos/151305613/medium.jpeg,,"",was trying to kill a juvenile rana sierrae. looked as though it had eaten another small frog relatively recently. Observed as part of work conducted by the Briggs Lab at UCSB.,1,0,false,,"California, US",36.7745232212,-118.2540864483,8,,,,28505,obscured,open,true,,,United States,Mountain Garter Snake,Thamnophis elegans elegans,Mountain Garter Snake,Reptilia,28400,Rana sierrae,,,,,,,,
91489332,2021-08-15 18:11:05,2021-08-15,2021-08-15 10:11:05 UTC,Beijing,4037854,xiaoxianyu,50 No.,2021-08-17 03:12:47 UTC,2023-03-07 11:26:27 UTC,research,,https://www.inaturalist.org/observations/91489332,https://static.inaturalist.org/photos/151343071/medium.jpeg,,"",,3,1,false,2,"Shenzhen, CN-GD, CN",22.5929636111,114.1958597222,,,,,,,,false,gps,gps,China,Rhabdophis helleri,Rhabdophis helleri,Heller's Red-necked Keelback,Reptilia,1337912,Duttaphrynus melanostictus,,,,,,,,
91524468,2021-02-10 16:15:00,2021-02-10,2021-02-10 16:15:00 UTC,UTC,2532762,gabrielsouzaac,Gabriel Souza Araujo Carneiro,2021-08-17 13:17:52 UTC,2023-03-23 09:13:59 UTC,research,,https://www.inaturalist.org/observations/91524468,https://static.inaturalist.org/photos/151409746/medium.jpeg,,"",Registro feito por um morador da área rural do município.,5,0,false,2,Ichu,-11.748839789,-39.1928994656,1646,,,,1646,,open,false,,,Brazil,Jiboia,Boa constrictor,Boa Constrictor,Reptilia,32093,Mammalia,,,,,,,,
91525954,Mon Aug 16 2021 11:34:38 GMT+0200 (GMT+2),2021-08-16,2021-08-16 08:34:38 UTC,Athens,3789688,gogood,,2021-08-17 13:35:01 UTC,2023-02-07 17:12:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91525954,https://inaturalist-open-data.s3.amazonaws.com/photos/151412716/medium.jpg,,"","",5,0,false,3,"Bahía Mujeres, Isla Mujeres, QROO, MX",21.2265965112,-86.7375361026,8854,,,,8854,,open,false,,,Mexico,Central American Boa,Boa imperator,Central American Boa,Reptilia,539399,,Ctenosaura similis,,,,,,,
91531285,2021-08-06 13:14:07,2021-08-06,2021-08-06 17:14:07 UTC,Eastern Time (US & Canada),753283,adamcushen,Adam Cushen,2021-08-17 14:28:56 UTC,2022-04-18 20:11:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/91531285,https://inaturalist-open-data.s3.amazonaws.com/photos/151421719/medium.jpg,,"",Half way through a green frog meal.,1,0,false,,,44.5816720302,-75.9142754182,1301854,,,,1301854,obscured,open,true,,google,Canada,Thamnophis sirtalis sirtalis,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Lithobates,,,,,,,,
91541448,2021-08-16 15:21:28,2021-08-16,2021-08-16 19:21:28 UTC,Eastern Time (US & Canada),4714622,sanstan3,,2021-08-17 16:01:39 UTC,2022-02-07 19:28:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91541448,https://inaturalist-open-data.s3.amazonaws.com/photos/151439143/medium.jpeg,,"","This is not my photo, but my neighbor's. She found snake on her doorstep struggling to swallow small brown toad.  Note toad's front legs still visible, and bulge in snake's body of already swallowed head.  I don't know if this picture is the kind of thing that is useful, but it certainly is 'natural' and 'wild'.",1,0,false,2,"Morin-Heights, QC, Canada",45.8784166667,-74.2924722222,10,,,,10,,open,false,gps,gps,Canada,couleuvre rayée,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus,,,,,,,,
91544336,2021/07/14 5:10 PM CEST,2021-07-14,2021-07-14 15:10:00 UTC,Vienna,2733713,wrbkat,Thomas Wrbka,2021-08-17 16:28:27 UTC,2022-01-04 11:10:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91544336,https://inaturalist-open-data.s3.amazonaws.com/photos/151444188/medium.jpeg,,"",frisst Schleie!!!,3,0,false,,"Spittal an der Drau, Österreich",46.7842566667,13.5598183333,,,,,,,open,false,,,Austria,Natrice dal collare,Natrix natrix,grass snake,Reptilia,966787,Tinca tinca,,,,,,,,
91645081,Tue Aug 17 2021 00:58:52 GMT+0800 (GMT+8),2021-08-17,2021-08-16 16:58:52 UTC,Hong Kong,3305049,lawrencehylton,Lawrence Hylton,2021-08-18 15:42:06 UTC,2022-11-02 09:44:23 UTC,research,CC-BY,https://www.inaturalist.org/observations/91645081,https://inaturalist-open-data.s3.amazonaws.com/photos/151626902/medium.jpg,,"",A kid (goat) supplementing the snake,4,0,false,3,,22.3995720115,114.0308897847,201,,,,30298,obscured,obscured,true,,,Hong Kong,Burmese Python,Python bivittatus,Burmese Python,Reptilia,238252,,,,,,Capra,,,
91659248,Wed Aug 18 2021 10:55:46 GMT-0300 (GMT-3),2021-08-18,2021-08-18 13:55:46 UTC,Brasilia,4873754,thercio_carvalho,Humberto Carvalho,2021-08-18 18:03:17 UTC,2023-03-06 06:25:55 UTC,research,,https://www.inaturalist.org/observations/91659248,https://static.inaturalist.org/photos/151651901/medium.jpg,,"",Cobra tabuleiro ou corre-campo,2,0,false,3,"Rua Rosa Sabino, Serrinha dos Pintos, RN, BR",-6.1136083333,-37.954545,16,,,,16,,open,false,,,Brazil,Cobra-cipó,Philodryas nattereri,Paraguay Green Racer,Reptilia,29104,Leptodactylus,,,,,,,,
91685620,2019/01/01 11:51 PM CST,2019-01-01,2019-01-02 05:51:00 UTC,Central America,3975437,josuergg,Josue Ramos Galdamez,2021-08-18 22:27:08 UTC,2022-03-25 12:09:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91685620,https://inaturalist-open-data.s3.amazonaws.com/photos/151685135/medium.jpg,,"","",2,0,false,,Honduras,14.1205391478,-87.2500074724,62500,,,,62500,obscured,open,true,,,Honduras,Pliocercus elapoides,Pliocercus elapoides,Variegated False Coral Snake,Reptilia,73912,Anura,,,,,,,,
91685628,2018/12/30 12:44 AM CST,2018-12-30,2018-12-30 06:44:00 UTC,Central America,3975437,josuergg,Josue Ramos Galdamez,2021-08-18 22:27:10 UTC,2022-03-18 17:44:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91685628,https://inaturalist-open-data.s3.amazonaws.com/photos/151686458/medium.jpg,,"","",3,0,false,,"Arizona, Honduras",15.5107130281,-87.2955051126,15,,,,15,,open,false,,,Honduras,Common Mussurana,Clelia clelia,Common Mussurana,Reptilia,27187,,Serpentes,,,,,,,
91713345,Fri Aug 13 2021 21:29:31 GMT+0800 (GMT+8),2021-08-13,2021-08-13 13:29:31 UTC,Beijing,1008344,neolee,Neo Lee,2021-08-19 05:10:25 UTC,2023-03-16 09:37:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91713345,https://static.inaturalist.org/photos/151750670/medium.jpg,,"","",3,0,false,3,"金門, 金城鎮, TW",24.4048633333,118.3273083333,4,,,,4,,open,false,,,,Many-banded Krait,Bungarus multicinctus,Many-banded Krait,Reptilia,30442,Rodentia,,,,,,,,
91777017,2021/08/19 8:28 AM EDT,2021-08-19,2021-08-19 12:28:00 UTC,Eastern Time (US & Canada),3362707,courtharding,Court Harding,2021-08-19 20:05:25 UTC,2022-11-17 16:00:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/91777017,https://inaturalist-open-data.s3.amazonaws.com/photos/151861657/medium.jpg,,"","",6,0,false,,"Pennsylvania, US",40.5554033527,-79.1947481018,142,,,,27939,obscured,obscured,true,,,United States,Eastern Copperhead,Agkistrodon contortrix,Eastern Copperhead,Reptilia,912622,Plethodon glutinosus,,,,Plethodon glutinosus,,,,
91790925,Thu Aug 19 2021 13:51:18 GMT-0400 (EDT),2021-08-19,2021-08-19 17:51:18 UTC,Eastern Time (US & Canada),378074,bradleyallf,Bradley Allf,2021-08-19 22:27:21 UTC,2022-04-01 10:07:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91790925,https://inaturalist-open-data.s3.amazonaws.com/photos/151887526/medium.jpg,,"","",2,0,false,3,"Red Rocks Park, South Burlington, VT, US",44.44348,-73.2313216667,16,,,,16,,,false,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,,Anaxyrus americanus,,,,,,,
91933623,2020/07/15 ,2020-07-15,,Pacific Time (US & Canada),4770558,columbia_county_oregon_community,Columbia County Oregon Community,2021-08-21 06:50:40 UTC,2023-03-09 06:40:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91933623,https://inaturalist-open-data.s3.amazonaws.com/photos/152134405/medium.jpg,,"","Observation by M.J. 

Month July 2020, date uncertain",1,0,false,,"Oregon, US",46.1330322105,-122.9998800301,44,,,,27063,obscured,,true,,,United States,Red-spotted Garter Snake,Thamnophis sirtalis concinnus,Red-spotted Garter Snake,Reptilia,28375,Lithobates catesbeianus,,,,,,,,
91934492,2009/10/23 2:30 PM +0700,2009-10-23,2009-10-23 07:30:00 UTC,Bangkok,412246,woraphot,Woraphot Bunkhwamdi,2021-08-21 07:13:48 UTC,2022-11-01 16:29:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91934492,https://inaturalist-open-data.s3.amazonaws.com/photos/152146542/medium.jpeg,,"",,3,0,false,,"Yonok, Chiang Saen District, Chiang Rai 57150, Thailand",20.2613919293,100.0466108322,61,,,,61,,,false,,,Thailand,Painted Bronzeback,Dendrelaphis pictus,Painted Bronzeback,Reptilia,26644,,Gekkonidae,,,,,,,
91964177,2020/05/30 2:00 PM CEST,2020-05-30,2020-05-30 12:00:00 UTC,Paris,4660910,martin_der_prinz,Martin A. Prinz,2021-08-21 14:18:16 UTC,2023-01-24 07:12:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91964177,https://inaturalist-open-data.s3.amazonaws.com/photos/152196568/medium.jpeg,,"",,5,0,false,,"2504 Sooß, Österreich",47.9841671519,16.2020191208,4,,,,4,,open,false,,,Austria,grass snake,Natrix natrix,grass snake,Reptilia,966787,,Bufo bufo,,,,,,,
92000432,Sat Aug 21 2021 14:22:49 GMT+0200 (GMT+2),2021-08-21,2021-08-21 11:22:49 UTC,Athens,1707686,kblh,Petr Kolacek,2021-08-21 18:55:10 UTC,2023-01-24 07:12:23 UTC,research,,https://www.inaturalist.org/observations/92000432,https://static.inaturalist.org/photos/153157760/medium.jpg,,"","",5,0,false,3,"28731, Pěnčín, Liberecký, CZ",50.687705,15.2225166667,12,,,,12,,open,false,,,Czechia,grass snake,Natrix natrix,grass snake,Reptilia,966787,,Rana temporaria,,,,,,,
92011297,2021-08-13,2021-08-13,,Guadalajara,46555,magazhu,Cheryl Harleston López Espino,2021-08-21 20:17:29 UTC,2023-02-10 18:50:46 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/92011297,https://inaturalist-open-data.s3.amazonaws.com/photos/152278875/medium.jpg,,"","",4,0,false,,"Yelapa, Jalisco, MX",20.487868,-105.448179,330,,,,330,,,false,,,Mexico,Boa sigma,Boa sigma,Mexican West Coast Boa Constrictor,Reptilia,1367317,Streptopelia decaocto,,,,Streptopelia decaocto,,,,
92023648,Sat Aug 21 2021 14:35:44 GMT-0700 (PDT),2021-08-21,2021-08-21 21:35:44 UTC,Pacific Time (US & Canada),19715,gbentall,Gena Bentall,2021-08-21 21:55:01 UTC,2022-02-07 19:29:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92023648,https://inaturalist-open-data.s3.amazonaws.com/photos/152300673/medium.jpg,,"",It appeared to have attempted to swallow thus cottontail but gave up and crawled into the bushes. ,5,0,false,3,"Vista Ridge Rd, Newport Beach, CA, US",33.5991966667,-117.8240283333,4,,,,4,,,false,,,United States,Red Diamond Rattlesnake,Crotalus ruber,Red Diamond Rattlesnake,Reptilia,30724,,,,,,,Sylvilagus,,
92024735,,,,New Delhi,2543476,avinashmourya,ÂvïÑâsh MøūRyâ,2021-08-21 22:04:12 UTC,2023-02-15 07:23:14 UTC,casual,,https://www.inaturalist.org/observations/92024735,https://static.inaturalist.org/photos/152302582/medium.jpeg,,"",,2,0,false,2,Chhattisgarh,21.2642180462,81.8661441654,408725,,,,408725,,open,false,gps,gps,India,Buff Striped Keelback,Amphiesma stolatum,Buff Striped Keelback,Reptilia,29832,,,,,,,,Anura,
92140007,2020-10-01 14:24:04,2020-10-01,2020-10-01 08:54:04 UTC,New Delhi,3673489,shyamal_saikia,Shyamal Saikia,2021-08-22 18:40:25 UTC,2022-03-19 07:17:27 UTC,research,,https://www.inaturalist.org/observations/92140007,https://static.inaturalist.org/photos/152511691/medium.jpeg,,"",,3,0,false,2,"Mohkhuti No.2, Assam 785104, India",26.9485522908,94.157352224,141,,,,141,,,false,gps,gps,India,Painted Bronzeback,Dendrelaphis pictus,Painted Bronzeback,Reptilia,26644,Anura,,,,,,,,
92153339,Sun Aug 22 2021 16:07:17 GMT-0400 (EDT),2021-08-22,2021-08-22 20:07:17 UTC,Eastern Time (US & Canada),4845039,karen_taylor1,Karen Taylor,2021-08-22 20:10:38 UTC,2022-05-22 20:05:59 UTC,research,,https://www.inaturalist.org/observations/92153339,https://static.inaturalist.org/photos/152535978/medium.jpg,,"","",3,0,false,3,"Cameron Glen Ct, Sandy Springs, GA, US",33.9164420078,-84.4301680942,30,,,,30,,open,false,,,United States,Eastern Kingsnake,Lampropeltis getula,Eastern Kingsnake,Reptilia,29813,Agkistrodon contortrix,,,,Agkistrodon contortrix,,,,
92272851,2021-08-22 19:17:41,2021-08-22,2021-08-22 19:17:41 UTC,UTC,2332002,saifudeen_muhammad,Saifudeen Muhammad,2021-08-23 19:15:17 UTC,2022-02-08 11:06:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92272851,https://inaturalist-open-data.s3.amazonaws.com/photos/152756099/medium.jpeg,,"",Leptodeira annulata ashmeidi feeding on a Leptodactylus fuscus ,1,0,false,2,"#4 Muntaz Avenue, Endeavour, Endeavour, Trinidad and Tobago",10.5340380747,-61.4026670158,15,,,,15,,,false,,,Trinidad and Tobago,Leptodeira ashmeadii,Leptodeira ashmeadii,Ashmead's Banded Cat-eyed Snake,Reptilia,1220318,Leptodactylus fuscus,,,,,,,,
92314938,2011/03/13 2:13 PM UTC,2011-03-13,2011-03-13 14:13:00 UTC,UTC,2001211,bobaltabet,Bob Altabet,2021-08-24 02:36:42 UTC,2022-03-14 16:20:12 UTC,research,,https://www.inaturalist.org/observations/92314938,https://static.inaturalist.org/photos/152836564/medium.jpeg,,"",,2,0,false,,"10216 Lee Rd, Boynton Beach, FL 33472, USA",26.4992858,-80.2123401,206,,,,206,,open,false,,,United States,Florida Watersnake,Nerodia fasciata pictiventris,Florida Watersnake,Reptilia,29320,Actinopterygii,,,,,,,,
